TAG,DATE,CITY,STATE/PROV,ZIP/POST,COUNTRY,LAT,LONG,FIRST,NOTES
XAM935,10/3/2017,PORT GLASGOW,ON,N0L2C0,CAN,42.5097101,-81.6279756,TRACEY,Alive on blue aster/stream/near milkweed/lake
XWU086,10/3/2017,WEST LIBERTY,IA,52776,USA,41.575495,-91.261347,JEFF,
XWU086,10/3/2017,WEST LIBERTY,IA,52776,USA,41.575495,-91.261347,JEFF,Was on flowers in my yard
XCZ731,10/3/2017,DES MOINES,IA,50310,USA,41.626925,-93.672635,BARBARA,Nectaring on my zinnias
XMA362,10/3/2017,MILWAUKEE,WI,53213,USA,43.049511,-88.005322,MAUREEN,
SPP996,10/3/2017,OKOBOJI,IA,51355,USA,43.379236,-95.163787,BRYANNA,dead
XJE939,10/4/2017,HOUSTON,TX,77030,USA,29.70926,-95.400851,NEIL,Houston Zoo
XSS230,10/4/2017,TOWNSEND,TN,37882,USA,35.627245,-83.783892,WANDA,Is this someone in our area with this tag?
XTW099,10/4/2017,TOWNSEND,TN,37882,USA,35.627245,-83.783892,WANDA,This is inside Great Smoky Mountains National Park
XSM993,10/4/2017,HAMPTON,VA,23666,USA,37.049912,-76.412922,MARC,Found dead at Sandy Bottom Nature Park.
XIM381,10/4/2017,WASHINGTON,DC,20565,USA,38.904899,-76.984842,COLLEEN,Observed the monarch in a Smithsonian garden.
XMN248,10/4/2017,HEISLERVILLE,NJ,8324,USA,39.249636,-74.994012,DAWN,It was seen at East Point Light.
XMN248,10/4/2017,HEISLERVILLE,NJ,8324,USA,39.249636,-74.994012,MARC,Photographed at the East Point Lighthouse
XBL977,10/4/2017,WORCESTER TWP,PA,19490,USA,40.196124,-75.350253,PAM,Near pond. Looks in good health
XTE935,10/4/2017,NORTH ARLINGTON,NJ,7031,USA,40.792821,-74.128838,DINA,"On rosebush. Circled my head, return multi times"
XTE935,10/4/2017,NORTH ARLINGTON,NJ,7031,USA,40.792821,-74.128838,DINA,
XAM496,10/4/2017,CHICORA,PA,16025,USA,40.948847,-79.76435,DEBORAH,
XAT949,10/4/2017,SOUTHWEST HARBOR,ME,4660,USA,44.315723,-68.366705,KAREN,Charlotte Rhoades Monarch Waystation
XAE271,10/5/2017,MONTREAL,QC,H1M2M9,CAN,46.564985,-81.091506,PHONG,
XSG003,10/5/2017,SAN ANTONIO,TX,78212,USA,29.478611,-98.487222,LEE,observed feeding on Gregg's Mistflower at 600 East Euclid Avenue
SPM327,10/5/2017,TALLAHASSEE,FL,32303,USA,30.483064,-84.32434,TARA,It was feeding in our yard. I have 4K video.
SAS427,10/5/2017,NORTH CHARLESTON,SC,29405,USA,32.85943,-79.988157,CARMEN,Found in the Park Circle Butterfly Garden
XJB990,10/5/2017,SOUTHLAKE,TX,76092,USA,32.953968,-97.150453,ROBIN,
XJC036,10/5/2017,SOUTHLAKE,TX,76092,USA,32.953968,-97.150453,ROBIN,
XJC197,10/5/2017,SOUTHLAKE,TX,76092,USA,32.953968,-97.150453,ROBIN,We held a Monarch Festival at the nature center on 9/23/17. These may have been ones that hung out in the gardens for a couple weeks after the mass release of captive raised monarchs.
XCB645,10/5/2017,HUNTSVILLE,AL,35649,USA,34.710313,-86.7394,BRIE,We found this beauty perched upon one of our cosmos on our flower farm this morning
XGT543,10/5/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,TERESA,This monarch was found dead in a pot of lantana
XBM294,10/5/2017,STEVENS,PA,17578,USA,40.241389,-76.174444,RUTH,feeding at Middle Creek Wildlife Management Area
XRH230,10/5/2017,NORTH BRUNSWICK,NJ,8902,USA,40.44666,-74.48898,PAT,"Good condition at Davidson's Mill Park, NB, NJ"
XCZ044,10/5/2017,COUNCIL BLUFFS,IA,51501,USA,41.254887,-95.852753,DON,
XCY030,10/5/2017,PELLA,IA,50219,USA,41.408313,-92.914645,BARBARA,It was found in my zinnia flowers at my address
XNS467,10/5/2017,EDEN,NY,14057,USA,42.64529,-78.871317,LUIS,Wing found on the floor by the bushes
XUA155,10/5/2017,EAST LANSING,MI,48824,USA,42.653979,-84.492032,JOSEPH,"Healthy&Feeding, Hort.Grdn,Plnt.Bio@MiStUniversity"
XUA155,10/5/2017,EAST LANSING,MI,48824,USA,42.653979,-84.492032,JOSEPH,"Health&Feeding, Hort-Grdn, PlantBioBldg@Mich. St.U"
XPT494,10/6/2017,TULSA,OK,74104,USA,36.149,-95.953469,PAUL,A large stand of flowers on campus of TU
XGL880,10/6/2017,BARTLESVILLE,OK,74003,USA,36.73788,-96.0054,,Downtown Library
XJJ716,10/6/2017,VIRGINIA BEACH,VA,23454,USA,36.837731,-76.025953,SHIRLEY,Found it on the front door of my house-dead
XSN028,10/6/2017,NORFOLK,VA,23503,USA,36.945923,-76.253486,,
XSM437,10/6/2017,ANNA,IL,62906,USA,37.4634,-89.22996,CHAD,
XWU354,10/6/2017,AFFTON,MO,63123,USA,38.54388,-90.31842,JENNIFER,Found in home vegetable garden feeding on zinnia
SPR660,10/6/2017,TILGHMAN ISLAND,MD,21671,USA,38.694278,-76.335784,MISSY,Found at Phillips Wharf Environmental Center
XJT487,10/6/2017,ARNOLD,MD,21012,USA,39.047216,-76.498751,BEN,edge of forest behind my son's elementary school
XRM807,10/6/2017,STATE COLLEGE,PA,16801,USA,40.796516,-77.844795,KATHLEEN,visited my flowers
XRS697,10/6/2017,SANDUSKY,OH,44870,USA,41.40498,-82.73142,KATELYN,The butterfly was found dead in the grass
SPU914,10/7/2017,OKLAHOMA CITY,OK,73102,USA,35.471927,-97.518257,RYAN,
SPU914,10/7/2017,OKLAHOMA CITY,OK,73102,USA,35.471927,-97.518257,SARAH,Found enjoying a flower bush at Myriad Gardens OKC
XSN700,10/7/2017,DURHAM,NC,27707,USA,35.964557,-78.940527,CHARLES,dead in our back yard - appears to be undamaged
XSG896,10/7/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,APRIL,On Oklahoma state university campus
XLJ281,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,"Caught on camera live and free to continue journey south from here. Member of a Peak Migration event reported to Journey South, which has pictures."
XLJ282,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,Caught on camera live & free to continue journey south; member of the Peak Migration event as reported to Journey South. This and all others I reported as sighted on 10/7/2017 were sighted in Enid's Government Springs Park near Boggy Creek where Dillingham Garden is found. Monarchs absent in other areas of the Garden.
XLJ297,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,"Caught on camera, live, as member of the Peak Migration event reported to Journey South. Dillingham Garden in Government Springs Park near where Boggy Creek runs."
XLJ307,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,The monarch was caught on camera alive and free to continue her journey south. One of several monarchs reported to Journey South as a Peak Migration event.
XLJ308,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,Male captured on camera live and free to continue his journey south. Was a member of a Peak Migration event reported to Journey South.
XLJ320,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,"Captured on camera live at Dillingham Garden in Government Springs Park. It was a member of the Peak Migration event reported to Journey South, free to continue its journey."
XLJ322,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,"Captured on camera live & free to continue its journey from Dillingham Garden in Government Springs Park near where Boggy Creek runs. Member of the Peak Migration event as reported to Journey South. As soon as I get off of this form, will email pics to Monarch Watch."
XLJ324,10/7/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,"Captured on camera live, free to continue journey south, at Dillingham Garden in Government Springs Park, member of the Peak Migration event reported to Journey South, where pic is."
XGL888,10/7/2017,KENTON,OK,73946,USA,36.851936,-102.905823,JOHN,Seen at Black Mesa Preserve
XSN063,10/7/2017,NEWPORT NEWS,VA,23601,USA,37.057272,-76.460838,VALERIE,Seen at Virginia Living Museum on walking trail
XGX528,10/7/2017,TODDVILLE,MD,21672,USA,38.27082,-76.065987,MARIANNE,on yellow flowering bush in large group
XGX529,10/7/2017,SHENANDOAH,VA,22835,USA,38.750585,-78.293484,DONIELLE,"GPS Coordinates at sighting 38.750585, -78.293484"
XBW504,10/7/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,RON,
XGU113,10/7/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,NORMA,"Cape May Point, NJ"
XGU464,10/7/2017,WEST CAPE MAY,NJ,8204,USA,38.97158,-74.927691,SANDY,Monarch was enjoying ragweed near Delaware Bay
XGG215,10/7/2017,KANSAS CITY,MO,64110,USA,39.034852,-94.57235,ALYSSA,It was 1 of many @ the Kauffman Memorial Garden
SRA779,10/7/2017,HILLSBOROUGH,NJ,8844,USA,40.479008,-74.628315,,At 2pm eating on a hummingbird mint plant.
XRR603,10/7/2017,AKRON,OH,44308,USA,41.081525,-81.518551,JENNIFER,Flower gardens at Stan Hywet Hall
XRR578,10/7/2017,AKRON,OH,44303,USA,41.102498,-81.53499,ANNA,At Stan Hywet hall and gardens on a zinnia flower
XRR578,10/7/2017,AKRON,OH,44303,USA,41.102498,-81.53499,LAURA,Found alive and well feeding on zinnias Stan hywet
XRR621,10/7/2017,AKRON,OH,44303,USA,41.102498,-81.53499,ANNA,At Stan Hywet hall and gardens on a zinnia flower
XAE045,10/7/2017,BRANFORD,CT,6405,USA,41.278295,-72.796351,JENNIFER,"Outer Island of the Thimble Islands, Branford CT."
XEZ027,10/7/2017,GLEN ELLYN,IL,60137,USA,41.871806,-88.065073,HANS,Found at Willowbrook Wildlife Center
SPM327,10/8/2017,FORT MYERS,FL,33905,USA,26.67091,-81.80214,CONNIE,This was at the manatee park in fort myers
XWN209,10/8/2017,CIBOLO,TX,78108,USA,29.568245,-98.229209,JASON,Monarch was alive and well on a Milkweed flower.
SPY342,10/8/2017,BLUFFTON,SC,29909,USA,32.262421,-80.867479,DONNA,Monarch deceased and laying in grass near home
XBZ726,10/8/2017,SULLIVAN'S ISLAND,SC,29482,USA,32.761726,-79.837391,SAM,Beautiful&healthy flying in our yard&on milkweed
XTT260,10/8/2017,DALLAS,TX,75205,USA,32.836236,-96.794663,ELIZABETH,Butterfly was still alive and flew off
XLJ322,10/8/2017,ENID,OK,73702,USA,36.395323,-97.873628,DIANE,"This monarch stuck around since sighted on the 7th, still at Dillingham Garden. Others that I reported on the 7th might have come back too but the camera couldn't get a focus lock on the tags, which all looked white to the camera. It was windier, too. Many migrants came thru for like 3 days. Wish the tags were printed more legibly."
XWS345,10/8/2017,VIRGINIA BEACH,VA,23462,USA,36.839595,-76.151374,DAWN,Female monarch found on this morning on milkweed.
XWS345,10/8/2017,VIRGINIA BEACH,VA,23462,USA,36.839595,-76.151374,LISA,Butterfly was found unfortunately in spider web.
XHL262,10/8/2017,WICHITA,KS,67217,USA,37.624467,-97.36185,AZLYNN,"Saw on my porch flower bed, Have pics if needed"
XGC007,10/8/2017,KIRKWOOD,MO,63122,USA,38.584479,-90.41402,MIKE,Keysor Elementary School rain garden
XAX120,10/8/2017,HAYS,KS,67601,USA,38.82,-99.40866,GENEVA,Monarch was found laying on the sidewalk at FHSU
XSW009,10/8/2017,FAIRFAX,VA,22030,USA,38.832588,-77.338916,TRICIA,I have a photo. Seen at garden center.
XBU672,10/8/2017,THE PLAINS,VA,20198,USA,38.863166,-77.772695,TESS,In my parents’ garden with other monarchs
XGU979,10/8/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,APRIL,Dead monarch at corner of S. Lake & Cambridge Aves
XBW526,10/8/2017,CAPE MAY POINT,NJ,8204,USA,38.97158,-74.927691,WILL,Whillden Ave. Dune crossover
XBW587,10/8/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,BOB,Photographed alive at South Cape May Meadows
XSW431,10/8/2017,TOPEKA,KS,66605,USA,39.014671,-95.635278,STEVE,"at Ted Ensley Gardens, Lake Shawnee, Topeka, Ks"
XGG227,10/8/2017,KANSAS CITY,MO,64110,USA,39.034852,-94.57235,JANELLE,Enjoying the butterfly weed at Kauffman Gardens on the Plaza. We photographed it and captured the image of the tag.
XGG230,10/8/2017,KANSAS CITY,MO,64110,USA,39.034852,-94.57235,EUGENE,At Kauffman Memorial Garden around 2:30PM
XBG054,10/8/2017,BEAR,DE,19701,USA,39.609577,-75.690962,LINDA,Eating on milkweed & butterfly bushes. Have pic
XTE921,10/8/2017,KENNETT SQUARE,PA,19348,USA,39.86073,-75.704389,WILLIAM,I found this healthy butterfly at Longwood Gardens
XLR604,10/8/2017,MILMONT PARK,PA,19033,USA,39.889987,-75.326801,SUSAN,Monarch was alive and feeding on our zinnias.
SPX081,10/8/2017,WALNUTPORT,PA,18088,USA,40.761638,-75.56357,JONNA,In our yard by our screen porch .
XAE045,10/8/2017,BRANFORD,CT,6405,USA,41.278295,-72.796351,PEGGY,"Monarch was alive, flying around Thimble Islands"
XWT413,10/8/2017,ANKENY,IA,50023,USA,41.7196,-93.6227,AMY,Found in our flower garden.
XRW992,10/8/2017,BAYSIDE,WI,53217,USA,43.150112,-87.911181,CHRIS,Intense Monarch activity this Fall.
WLC000,10/8/2017,GRAFTON,WI,53024,USA,43.32656,-87.930502,,
XRS327,10/9/2017,DALLAS,TX,75218,USA,32.843593,-96.697965,CLAUDE,Dallas Arboretum has lots flowers and Monarchs
XWJ767,10/9/2017,BEDFORD,TX,76021,USA,32.855156,-97.139353,BECKY,It really didn't want to hang around.
XUR441,10/9/2017,OKLAHOMA CITY,OK,73112,USA,35.519414,-97.5753,RENEE,Monarch was at Will Rogers Gardens
XGG246,10/9/2017,KANSAS CITY,MO,64110,USA,39.034852,-94.57235,WES,Saw a few tagged at Kauffman Memorial Gardens.
SPG934,10/9/2017,MILLERSVILLE,MD,21108,USA,39.094433,-76.621588,SARAH,"Monarch stopped off at flowers, Male"
XUE337,10/9/2017,BLOOMINGTON,IN,47401,USA,39.095259,-86.457677,TOM,it was feeding on zinnias in my garden
XNW747,10/9/2017,ROSEDALE,MD,21237,USA,39.34032,-76.5051,MARTINA,found on Agastache plant in wholesale nursery
XTG030,10/9/2017,LINDEN,NJ,7036,USA,40.635633,-74.256169,JACKI,feeding on backyard butterfly bush- decent photo
XTX954,10/10/2017,OWENSVILLE,MO,65066,USA,38.348543,-91.49903,SUSAN,"My backyard, feeding on a zinnia."
XTH771,10/10/2017,LONG BEACH,NY,11561,USA,40.585753,-73.657497,,
XGZ865,10/10/2017,JAMESTOWN,RI,2835,USA,41.535161,-71.377788,LYNN,flying/resting on my butterfly weed. Pictures
XCC666,10/11/2017,KNOXVILLE,TN,37916,USA,35.954943,-83.93035,REILLY,Found at the University of Tennessee gardens.
XSN068,10/11/2017,NEWPORT NEWS,VA,23601,USA,37.057272,-76.460838,ALISHA,"Found tagged wing, no butterfly attached"
XGC690,10/11/2017,TOPEKA,KS,66618,USA,39.135789,-95.731085,KIM,It was found lying dead in our yard.
SRB587,10/11/2017,INDIANAPOLIS,IN,46234,USA,39.80771,-86.33759,NICK,
XWC159,10/11/2017,MILL HALL,PA,17751,USA,41.106295,-77.488495,RENEE,"Found in a puddle, injured."
XCG262,10/12/2017,FORT HOOD,TX,76543,USA,31.08966,-97.64226,CHARLIE,Found while tagging. Feeding with many others
XSE409,10/12/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,JAY,
XSE476,10/12/2017,STILLWATER,OK,74075,USA,36.140565,-97.061624,KELLY,Found 1 block south of Oklahoma State University
XWU724,10/12/2017,STILLWATER,OK,74075,USA,36.140565,-97.061624,DUSTIN,Found at the OSU Botanical Garden
XBG175,10/12/2017,BALTIMORE,MD,21237,USA,39.34032,-76.5051,AMY,"a few thousand here, most left 2 days ago."
XUS528,10/13/2017,HUMBLE,TX,77346,USA,30.033333,-95.25,LESLIE,"Sadly, this beauty expired."
XNG438,10/13/2017,BATON ROUGE,LA,70809,USA,30.40859,-91.086924,LINDA,On milkweed in garden have a pic if needed
XWE406,10/13/2017,EDISTO BEACH,SC,29438,USA,32.569486,-80.310046,,
XPR341,10/13/2017,CEDAR HILL,TX,75104,USA,32.58856,-96.943285,LD,Cedar Hill State Park. Have Pic if needed.
SRA047,10/13/2017,JENKS,OK,74033,USA,35.956351,-95.996719,ADAM,Found in school garden. SRA046 found earlier.
XSE484,10/13/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,CAL,It was a garden at the KD Sorority house at OSU.
XSE705,10/13/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,CARLY,
XSE497,10/13/2017,STILLWATER,OK,74078,USA,36.115627,-97.058038,JAY,Found inside OSU's Life Sciences West building
XSG758,10/13/2017,STILLWATER,OK,74078,USA,36.115627,-97.058038,WILLIAM,Found on the Oklahoma State University campus
XSE479,10/13/2017,STILLWATER,OK,74075,USA,36.140565,-97.061624,SIRENA,Oklahoma State University Campus
UMJ875,10/13/2017,BELMAR,NJ,7719,USA,40.1655,-74.07264,SASHA,Found w/another untagged mnrch in protected area
XMG542,10/14/2017,WEBSTER,TX,77059,USA,29.608785,-95.114041,DEREK,"Found in backyard at address above, dead."
SPH366,10/14/2017,SAINT MARKS,FL,32355,USA,30.162617,-84.207166,RICHARD,I was at St. Marks Wildlife Refuge.
XUS865,10/14/2017,FREDERICKSBURG,TX,78624,USA,30.24985,-99.09982,MARSHA,Wildseed Farms
XUS989,10/14/2017,FREDERICKSBURG,TX,78624,USA,30.24985,-99.09982,ADRIANA,
XJA229,10/14/2017,DALLAS,TX,75210,USA,32.770501,-96.750436,JONATHAN,Found alive at Big Tex at the State Fair of Texas.
XME668,10/14/2017,BROKEN ARROW,OK,74012,USA,36.04503,-95.808242,STEVE,japanese maple tree in my front yard flower bed
XPA571,10/14/2017,TULSA,OK,74101,USA,36.072287,-95.902002,VANESSA,"Spotted at the Tulsa Botanic Garden, I have a pic."
XNG538,10/14/2017,FAYETTEVILLE,AR,72703,USA,36.099773,-94.153894,NEIL,Found at Ozark Botanical Gardens/MexicanFireVine
XSE414,10/14/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,JAMIE,Right outside the student union hotel on campus
XSE770,10/14/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,NICHOLAS,OSU campus during homecoming.
XSE890,10/14/2017,STILLWATER,OK,74074,USA,36.10796,-97.076194,CRISTA,"OSU Botantical Gardens, 6 pm, feeding on plant"
XWU715,10/14/2017,STILLWATER,OK,74078,USA,36.115627,-97.058038,KRISTEN,caught by Ray Moranz at the OSU Botanic Garden
XSZ075,10/14/2017,TULSA,OK,74114,USA,36.125061,-95.950201,AIMEE,Found at Woodward Park.
XPU819,10/14/2017,WICHITA,KS,67203,USA,37.706617,-97.363073,SUNTESHA,"Botanica, The Wichita gardens"
XTX811,10/14/2017,BISMARCK,MO,63624,USA,37.770124,-90.624578,PAM,in my yard by a bed of zinnias
XSS620,10/14/2017,CLERMONT,KY,40165,USA,38.010762,-85.697038,AARON,At edible garden in Berheim Aboretum. Took a photo
RPE836,10/14/2017,HARRISONBURG,VA,22801,USA,38.442152,-78.874027,CIERRA,Alive on butterfly bush.Untagged monarch with it.
XGX646,10/14/2017,CAPE MAY,NJ,8212,USA,38.939854,-74.963948,JACK,"Cape May Lighthouse State Park, found dead"
XGG204,10/14/2017,KANSAS CITY,MO,64110,USA,39.034852,-94.57235,NANETTE,"Found and photographed at Kauffman Memorial Garden, Kansas City"
WRH636,10/14/2017,PURCELLVILLE,VA,20132,USA,39.163955,-77.727182,NICHOLAS,
XHR816,10/14/2017,CHAMPAIGN,IL,61820,USA,40.109868,-88.247163,DELLA,Was discovered feeding on Mexican Sunflowers in our garden
WRC412,10/14/2017,HACKENSACK,NJ,7601,USA,40.888613,-74.04776,PAUL,It was feeding off my dahlias and coleus.
XRS056,10/14/2017,SHAKER HEIGHTS,OH,44122,USA,41.468177,-81.514037,MARGARET,It was in my backyard feeding on the zinnias
XJG101,10/15/2017,HOUSTON,TX,77043,USA,29.804733,-95.560006,LUCIA,Lovely Female - laying eggs in our milkweed garden
XBE323,10/15/2017,ZIRCONIA,NC,28790,USA,35.233139,-82.415861,RACHEL,We saw several monarchs on our farm this year
SRA047,10/15/2017,TULSA,OK,74137,USA,36.025399,-95.924266,JAMES,A small butterfly garden at the Jenks High School
XBR274,10/15/2017,LUSBY,MD,20657,USA,38.37529,-76.337326,SUSAN,
SPW395,10/16/2017,HOUSTON,TX,77095,USA,29.906371,-95.655232,HOE,Found laying eggs on A. curassavica. Sunny 76F.
XGP483,10/16/2017,FOLLY BEACH,SC,29439,USA,32.661442,-79.937395,DENNIS,
XBB669,10/16/2017,DALLAS,TX,,USA,32.79464486,-96.76633721,,removed tag and released monarch
WGW917,10/16/2017,GRAPEVINE,TX,76051,USA,32.933618,-97.097514,GALEN,
XGM695,10/16/2017,GARLAND,TX,75044,USA,32.966795,-96.665145,SHARON,"monarch was on the ground, seemed stressed, not able to fly/climb. Found on Canterbury Dr."
XGM226,10/16/2017,TULSA,OK,74114,USA,36.125061,-95.950201,DIANE,Alive and well @The TulsaLinnaeusTeaching Garden.
SRG753,10/17/2017,DURHAM,NC,27705,USA,36.017812,-78.948419,KENT,In the Sandy Creek Park butterfly garden
XTJ871,10/17/2017,BLACKSBURG,VA,24061,USA,37.255026,-80.431691,KATHLEEN,
XTH688,10/17/2017,FIRE ISLAND,NY,11770,USA,40.647098,-73.151777,HARRISON,The monarch was deceased on the side of the road
SPY525,10/18/2017,NEW ORLEANS,LA,70115,USA,29.924584,-90.101956,ROBERT,"Lethargic, not much energy to fly, but still can mount a 15 foot flight from time to time."
XWC625,10/18/2017,PINE KNOLL SHORES,NC,28512,USA,34.699394,-76.781687,SAMANTHA,found with 100s of monarchs on bush near the ocean
SNL055,10/18/2017,LACYGNE,KS,66040,USA,38.356638,-94.741025,CATHY,Male - wild - tagged & released
SNN355,10/18/2017,DOYLESTOWN,PA,18902,USA,40.332651,-75.11654,GENE,Flying in backyard and looking a little weak
XCZ832,10/18/2017,DUNDEE,IL,60118,USA,42.11028,-88.29654,BARBARA,On my marigolds
XJB073,10/19/2017,GRAPEVINE,TX,76051,USA,32.933618,-97.097514,GRAY,still alive...at Grapevine Botanical Gardens..Grapevine TX
XJB292,10/19/2017,GRAPEVINE,TX,76051,USA,32.933618,-97.097514,,still alive...on a penta at Grapevine Botanical Gardens
XJB463,10/19/2017,GRAPEVINE,TX,76051,USA,32.933618,-97.097514,,still alive
XGN128,10/19/2017,SHERMAN,TX,75092,USA,33.645158,-96.633453,BARRY,Hagerman National wildlife Refuge was the location
XCY236,10/19/2017,TULSA,OK,74133,USA,36.050515,-95.881034,DON,"My back yard, feeding on my milkweed plants"
XGM226,10/19/2017,TULSA,OK,74114,USA,36.125061,-95.950201,LINNAEUS TEACHING GARDEN,Found by visitor at Linnaeus Teaching Garden
XRH111,10/19/2017,CAPE MAY POINT,NJ,8212,USA,38.939854,-74.963948,REBECCA,Found on a bush. Good condition.
XUS523,10/20/2017,HUMBLE,TX,77346,USA,30.033333,-95.25,JANET,Found male monarch in backyard on nectar plants. Appears weak and having trouble flying. Humble is a suburb of Houston and having bad storms today--surprised he made it through the weather!
XJB502,10/20/2017,GRAPEVINE,TX,76051,USA,32.933618,-97.097514,TRACY,Found dead near park
WAU759,10/20/2017,SOUTHLAKE,TX,76092,USA,32.953968,-97.150453,ERICA,The monarch was found in my parents' front yard feeding on pentas.
XGN051,10/20/2017,RICHARDSON,TX,75080,USA,32.963287,-96.745163,HIEU,Monarch found at one of our certified monarch waystation on campus at Univ of Texas at Dallas at 1:30pm.
SRG361,10/20/2017,WILMINGTON,NC,28411,USA,34.227651,-77.945987,STEPHEN,"I took a picture, too! https://imgur.com/a/50tZ4"
WNW985,10/20/2017,STILLWATER,OK,74077,USA,36.118222,-97.06213,ERIN,Flower garden at Oklahoma State University
XHA771,10/20/2017,ROSEDALE,MD,21236,USA,39.389419,-76.488137,AMY,
XCZ847,10/20/2017,DES MOINES,IA,50314,USA,41.604631,-93.634646,MICHAEL,"I found only the wing with the tag. The campus has extensive prairie landscaping which I work in and was where the monarch wing was located. Most likely it was eaten by a praying mantis. I have seen them many times in the process of eating a monarch, and all that is left are the wings, which I come across often scattered over this prairie site."
SPH459,10/21/2017,SAINT MARKS,FL,32327,USA,30.194005,-84.263529,GINNY,Alive & well with a flock. Took pictures!
SPH460,10/21/2017,SAINT MARKS,FL,32327,USA,30.194005,-84.263529,GINNY,Alive & well with a flock. Took pictures! Did not capture.
SPH472,10/21/2017,SAINT MARKS,FL,32327,USA,30.194005,-84.263529,GINNY,Alive & happy with a flock
SPH476,10/21/2017,SAINT MARKS,FL,32327,USA,30.194005,-84.263529,GINNY,Mating!!
SPH498,10/21/2017,SAINT MARKS,FL,32327,USA,30.194005,-84.263529,PETER,On a goldenrod plant near the lighthouse in St. Mark's National Wildlife Refuge
XLJ785,10/21/2017,THE WOODLANDS,TX,77382,USA,30.22938,-95.51082,DANA,This butterfly is still alive! It is laying eggs in my milkweed plants.
XNH792,10/21/2017,AUSTIN,TX,78704,USA,30.244144,-97.76286,DAN,
XNH972,10/21/2017,AUSTIN,TX,78704,USA,30.244144,-97.76286,DAN,laying eggs.  Photo was taken but not submitted
XUS856,10/21/2017,FREDERICKSBURG,TX,78624,USA,30.24985,-99.09982,SUSAN,"This one was spotted at Wild Seed Farms in Fredericksburg, TX. They are a huge plant nursery which had several fields of Zinnias. I saw probably 20 to 50 Monarchs there. This one looked tired as he/she went from branch to branch of the Milkweed plant."
XWC888,10/21/2017,FAIRHOPE,AL,36532,USA,30.50025,-87.868968,BOE,Hoke Fellers and Boe Morris found a dead monarch in the grass in front of Mobile Bay.
XHY731,10/21/2017,GLENN HEIGHTS,TX,75154,USA,32.525442,-96.814963,EDDIE,Photographed with a large group of untagged monarchs.
XHY740,10/21/2017,RED OAK,TX,75154,USA,32.525442,-96.814963,,
XHY743,10/21/2017,GLENN HEIGHTS,TX,75154,USA,32.525442,-96.814963,ARWEN,On a Mexican sunflower in butterfly garden.
XTZ014,10/21/2017,SOUTHLAKE,TX,76092,USA,32.953968,-97.150453,LESLIE,Backyard and not alive
XJA331,10/21/2017,DALLAS,TX,75025,USA,33.082934,-96.752101,KIMBERLY,
XTS740,10/21/2017,CARY,NC,27511,USA,35.758852,-78.780766,MICHAEL,
SPR877,10/21/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,KATIE,Found in on a plant by the beach access trail closest to the hawk watch at Cape May Point State Park
XSC250,10/22/2017,SAN ANTONIO,TX,78209,USA,29.484722,-98.465556,TRICIA,It was flying around the Doseum.
SPH387,10/22/2017,SAINT MARKS,FL,32355,USA,30.162617,-84.207166,SAMANTHA,"Found by my 6 year old granddaughter, on a flower by the Gulf of Mexico. Beautiful large butterfly .Thousands of butterflies present.A week before the St. Marks Butterfly Festival. She would love to know where it migrated from."
SPH407,10/22/2017,SAINT MARKS,FL,32355,USA,30.162617,-84.207166,MARVIN,Lighthouse trail
SPH498,10/22/2017,SAINT MARKS,FL,32355,USA,30.162617,-84.207166,FRED,The northwest corner of the St Marks lighthouse parking lot.
XJB346,10/22/2017,GRAPEVINE,TX,76051,USA,32.933618,-97.097514,CHELSEE,Found at the Grapevine Botanical Garden
XTM395,10/22/2017,WASHINGTON,DC,20560,USA,38.885489,-77.026296,DAVE,Smithsonian garden along the National Mall in Washington DC
XGB709,10/22/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,JOHN,"Very near the Cape may light house. There were hundreds, but only one tag I saw."
XGR659,10/22/2017,CAPE MAY,NJ,8204,USA,38.97158,-74.927691,MARY,This monarch was alive and on a bush with several other butterflies in front of The Avondale By the Sea Hotel in Cape May. Time was about 10:30 this am.
XGW423,10/22/2017,VILLAS,NJ,8251,USA,39.02322,-74.9313,THOMAS,It was in my butterfly bush.
