month,year,species,lat_range,sighting_dates,number,sighting_distinct_dates,sites,Season_End,Hectares_Occupied_Start,Hectares_Occupied_End,Drought_Events,Flood_Events,Freeze_Events,Severe_Storm_Events ,Tropical_Cyclone_Events,Wildfire_Events,Winter_Storm_Events,Tons_Used
6,2010,Monarch Egg (FIRST sighted),25+_TO_30,2,2,2,2,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Egg (FIRST sighted),30+_TO_35,1,1,1,1,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Egg (FIRST sighted),35+_TO_40,9,9,7,9,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Egg (FIRST sighted),45+_TO_50,9,9,6,6,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Egg (FIRST sighted),4O+_TO_45,22,22,13,21,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Larva (FIRST sighted),25+_TO_30,1,1,1,1,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Larva (FIRST sighted),35+_TO_40,13,13,10,12,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Larva (FIRST sighted),45+_TO_50,6,6,6,6,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch Larva (FIRST sighted),4O+_TO_45,23,23,17,21,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2010,Monarch PEAK Migration,35+_TO_40,1,6,1,1,2011,1.92,4.02,0,2,0,4,0,0,1,374818
6,2011,Milkweed (FIRST sighted),45+_TO_50,3,3,3,3,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Milkweed (FIRST sighted),4O+_TO_45,5,5,3,5,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch (OTHER Observations),25+_TO_30,4,4,4,4,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch (OTHER Observations),30+_TO_35,5,5,5,4,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch (OTHER Observations),35+_TO_40,2,2,2,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch (OTHER Observations),45+_TO_50,9,9,6,6,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch (OTHER Observations),4O+_TO_45,25,25,17,18,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Adult (FIRST sighted),25+_TO_30,2,2,2,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Adult (FIRST sighted),30+_TO_35,4,4,4,4,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Adult (FIRST sighted),35+_TO_40,16,16,15,16,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Adult (FIRST sighted),45+_TO_50,62,62,20,58,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Adult (FIRST sighted),4O+_TO_45,132,132,23,123,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Adult (FIRST sighted),5O+_OR_GREATER,5,5,5,4,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Egg (FIRST sighted),30+_TO_35,1,1,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Egg (FIRST sighted),35+_TO_40,3,3,3,3,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Egg (FIRST sighted),45+_TO_50,19,19,14,14,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Egg (FIRST sighted),4O+_TO_45,49,49,21,42,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Larva (FIRST sighted),25+_TO_30,3,3,3,2,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Larva (FIRST sighted),30+_TO_35,1,1,1,1,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Larva (FIRST sighted),35+_TO_40,4,4,4,4,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Larva (FIRST sighted),45+_TO_50,8,8,6,5,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2011,Monarch Larva (FIRST sighted),4O+_TO_45,21,21,14,20,2012,4.02,2.89,1,2,0,9,2,1,1,391299
6,2012,Monarch (OTHER Observations),25+_TO_30,8,8,6,6,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch (OTHER Observations),30+_TO_35,7,7,7,7,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch (OTHER Observations),35+_TO_40,10,10,9,4,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch (OTHER Observations),45+_TO_50,5,5,5,5,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch (OTHER Observations),4O+_TO_45,16,16,12,15,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch (OTHER Observations),5O+_OR_GREATER,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult (FIRST sighted),25+_TO_30,3,3,3,3,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult (FIRST sighted),30+_TO_35,2,2,2,2,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult (FIRST sighted),35+_TO_40,13,13,8,13,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult (FIRST sighted),45+_TO_50,7,7,6,6,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult (FIRST sighted),4O+_TO_45,35,35,17,34,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult (FIRST sighted),5O+_OR_GREATER,28,28,13,25,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult Sighted,45+_TO_50,2,4,2,2,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Adult Sighted,4O+_TO_45,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Egg (FIRST sighted),25+_TO_30,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Egg (FIRST sighted),30+_TO_35,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Egg (FIRST sighted),45+_TO_50,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Egg (FIRST sighted),4O+_TO_45,7,7,7,7,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Egg (FIRST sighted),5O+_OR_GREATER,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Egg Sighted,30+_TO_35,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Larva (FIRST sighted),25+_TO_30,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Larva (FIRST sighted),30+_TO_35,3,3,3,2,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Larva (FIRST sighted),35+_TO_40,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Larva (FIRST sighted),45+_TO_50,4,4,4,3,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Larva (FIRST sighted),4O+_TO_45,9,9,6,9,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2012,Monarch Larva (FIRST sighted),5O+_OR_GREATER,1,1,1,1,2013,2.89,1.19,1,0,0,7,2,1,0,407779
6,2013,Milkweed (FIRST sighted),45+_TO_50,10,10,6,9,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Milkweed (FIRST sighted),4O+_TO_45,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Milkweed (FIRST sighted),5O+_OR_GREATER,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch (OTHER Observations),25+_TO_30,13,13,11,9,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch (OTHER Observations),30+_TO_35,20,20,16,15,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch (OTHER Observations),35+_TO_40,25,25,15,20,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch (OTHER Observations),45+_TO_50,3,3,3,3,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch (OTHER Observations),4O+_TO_45,22,22,18,17,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult (FIRST sighted),25+_TO_30,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult (FIRST sighted),30+_TO_35,8,8,5,8,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult (FIRST sighted),35+_TO_40,48,48,23,43,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult (FIRST sighted),45+_TO_50,50,50,24,46,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult (FIRST sighted),4O+_TO_45,160,160,29,143,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult (FIRST sighted),5O+_OR_GREATER,3,3,2,3,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult Sighted,35+_TO_40,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult Sighted,45+_TO_50,1,4,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Adult Sighted,4O+_TO_45,3,3,3,3,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Egg (FIRST sighted),25+_TO_30,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Egg (FIRST sighted),30+_TO_35,1,1,1,1,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Egg (FIRST sighted),35+_TO_40,10,10,8,10,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Egg (FIRST sighted),45+_TO_50,12,12,7,11,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Egg (FIRST sighted),4O+_TO_45,54,54,23,51,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Larva (FIRST sighted),25+_TO_30,3,3,3,2,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Larva (FIRST sighted),30+_TO_35,4,4,4,4,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Larva (FIRST sighted),35+_TO_40,5,5,5,5,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Larva (FIRST sighted),45+_TO_50,3,3,3,3,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2013,Monarch Larva (FIRST sighted),4O+_TO_45,16,16,11,16,2014,1.19,0.67,1,2,0,7,0,0,0,407779
6,2014,Milkweed (FIRST sighted),30+_TO_35,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Milkweed (FIRST sighted),45+_TO_50,5,5,4,5,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Milkweed (FIRST sighted),4O+_TO_45,3,3,3,3,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch (OTHER Observations),25+_TO_30,12,12,10,11,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch (OTHER Observations),30+_TO_35,10,10,9,10,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch (OTHER Observations),35+_TO_40,27,29,17,21,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch (OTHER Observations),45+_TO_50,16,19,12,11,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch (OTHER Observations),4O+_TO_45,56,71,23,46,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult (FIRST sighted),25+_TO_30,3,3,3,3,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult (FIRST sighted),30+_TO_35,14,14,10,12,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult (FIRST sighted),35+_TO_40,73,76,29,68,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult (FIRST sighted),45+_TO_50,59,59,25,51,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult (FIRST sighted),4O+_TO_45,187,187,30,169,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult (FIRST sighted),5O+_OR_GREATER,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult Sighted,30+_TO_35,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult Sighted,35+_TO_40,12,15,9,11,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult Sighted,45+_TO_50,9,14,8,8,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Adult Sighted,4O+_TO_45,32,39,14,25,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg (FIRST sighted),25+_TO_30,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg (FIRST sighted),30+_TO_35,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg (FIRST sighted),35+_TO_40,13,13,10,11,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg (FIRST sighted),45+_TO_50,14,14,11,14,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg (FIRST sighted),4O+_TO_45,71,74,25,66,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg Sighted,30+_TO_35,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg Sighted,45+_TO_50,1,20,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Egg Sighted,4O+_TO_45,11,23,9,10,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva (FIRST sighted),25+_TO_30,4,4,4,4,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva (FIRST sighted),30+_TO_35,3,3,3,3,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva (FIRST sighted),35+_TO_40,18,18,14,16,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva (FIRST sighted),45+_TO_50,17,17,11,15,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva (FIRST sighted),4O+_TO_45,69,69,26,65,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva Sighted,30+_TO_35,1,1,1,1,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva Sighted,35+_TO_40,6,15,3,5,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva Sighted,45+_TO_50,3,5,2,3,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2014,Monarch Larva Sighted,4O+_TO_45,8,16,5,8,2015,0.67,1.13,1,1,0,6,0,0,1,407779
6,2015,Milkweed (FIRST sighted),35+_TO_40,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Milkweed (FIRST sighted),4O+_TO_45,3,3,3,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Milkweed Sighted,4O+_TO_45,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch (OTHER Observations),25+_TO_30,11,11,8,8,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch (OTHER Observations),30+_TO_35,23,23,14,21,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch (OTHER Observations),35+_TO_40,63,63,23,19,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch (OTHER Observations),45+_TO_50,11,11,11,9,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch (OTHER Observations),4O+_TO_45,49,50,25,31,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult (FIRST sighted),25+_TO_30,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult (FIRST sighted),30+_TO_35,6,6,6,6,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult (FIRST sighted),35+_TO_40,87,89,29,81,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult (FIRST sighted),45+_TO_50,118,119,27,94,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult (FIRST sighted),4O+_TO_45,299,301,30,253,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult (FIRST sighted),5O+_OR_GREATER,2,2,2,2,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult Sighted,25+_TO_30,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult Sighted,35+_TO_40,3,8,3,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult Sighted,45+_TO_50,3,4,3,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Adult Sighted,4O+_TO_45,13,39,12,13,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Egg (FIRST sighted),30+_TO_35,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Egg (FIRST sighted),35+_TO_40,22,22,17,22,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Egg (FIRST sighted),45+_TO_50,31,31,15,28,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Egg (FIRST sighted),4O+_TO_45,103,140,29,93,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Egg Sighted,4O+_TO_45,2,13,2,2,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva (FIRST sighted),25+_TO_30,2,2,2,2,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva (FIRST sighted),30+_TO_35,3,3,2,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva (FIRST sighted),35+_TO_40,25,25,16,22,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva (FIRST sighted),45+_TO_50,13,14,11,13,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva (FIRST sighted),4O+_TO_45,76,78,27,70,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva Sighted,35+_TO_40,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,Monarch Larva Sighted,4O+_TO_45,4,44,4,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,"Monarch, Captive-Reared",25+_TO_30,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,"Monarch, Captive-Reared",45+_TO_50,1,1,1,1,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2015,"Monarch, Captive-Reared",4O+_TO_45,3,63,3,3,2016,1.13,4.01,1,2,0,6,0,1,1,407779
6,2016,Milkweed (FIRST sighted),30+_TO_35,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed (FIRST sighted),35+_TO_40,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed (FIRST sighted),45+_TO_50,4,4,4,4,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed (FIRST sighted),4O+_TO_45,2,2,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed Sighted,25+_TO_30,2,2,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed Sighted,30+_TO_35,10,10,7,10,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed Sighted,35+_TO_40,11,11,8,11,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed Sighted,45+_TO_50,4,4,4,4,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Milkweed Sighted,4O+_TO_45,32,32,17,27,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch (OTHER Observations),25+_TO_30,17,30,15,9,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch (OTHER Observations),30+_TO_35,10,17,9,9,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch (OTHER Observations),35+_TO_40,3,152,3,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch (OTHER Observations),45+_TO_50,3,4,3,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch (OTHER Observations),4O+_TO_45,8,8,7,7,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult (FIRST sighted),25+_TO_30,2,5,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult (FIRST sighted),30+_TO_35,17,20,13,17,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult (FIRST sighted),35+_TO_40,102,116,29,99,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult (FIRST sighted),45+_TO_50,94,113,27,92,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult (FIRST sighted),4O+_TO_45,278,320,30,269,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult (FIRST sighted),5O+_OR_GREATER,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult Sighted,20+_TO_25,2,6,2,2,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult Sighted,25+_TO_30,27,69,16,24,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult Sighted,30+_TO_35,41,79,20,35,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult Sighted,35+_TO_40,66,169,25,59,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult Sighted,45+_TO_50,38,51,21,33,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Adult Sighted,4O+_TO_45,126,177,30,109,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg (FIRST sighted),30+_TO_35,4,35,4,4,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg (FIRST sighted),35+_TO_40,12,135,10,12,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg (FIRST sighted),45+_TO_50,22,224,14,21,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg (FIRST sighted),4O+_TO_45,77,248,27,77,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg Sighted,25+_TO_30,1,4,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg Sighted,30+_TO_35,23,431,18,13,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg Sighted,35+_TO_40,5,57,4,5,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg Sighted,45+_TO_50,16,137,12,14,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Egg Sighted,4O+_TO_45,27,163,19,25,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva (FIRST sighted),25+_TO_30,1,1,1,1,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva (FIRST sighted),30+_TO_35,3,14,3,3,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva (FIRST sighted),35+_TO_40,17,188,14,17,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva (FIRST sighted),45+_TO_50,14,46,12,14,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva (FIRST sighted),4O+_TO_45,73,116,28,72,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva Sighted,25+_TO_30,8,90,4,6,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva Sighted,30+_TO_35,9,43,7,9,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva Sighted,35+_TO_40,13,40,11,13,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva Sighted,45+_TO_50,19,54,15,18,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,Monarch Larva Sighted,4O+_TO_45,23,73,15,19,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,"Monarch, Captive-Reared",25+_TO_30,9,30,8,5,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,"Monarch, Captive-Reared",30+_TO_35,17,40,17,10,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,"Monarch, Captive-Reared",35+_TO_40,14,49,10,10,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,"Monarch, Captive-Reared",45+_TO_50,8,122,7,6,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2016,"Monarch, Captive-Reared",4O+_TO_45,27,69,16,15,2017,4.01,2.91,1,4,0,8,1,1,0,407779
6,2017,Milkweed (FIRST sighted),35+_TO_40,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed (FIRST sighted),45+_TO_50,6,6,5,6,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed (FIRST sighted),4O+_TO_45,7,7,5,7,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed (FIRST sighted),5O+_OR_GREATER,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed Sighted,25+_TO_30,4,4,4,4,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed Sighted,30+_TO_35,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed Sighted,35+_TO_40,12,12,10,11,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed Sighted,45+_TO_50,2,2,2,2,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed Sighted,4O+_TO_45,28,28,17,23,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Milkweed Sighted,5O+_OR_GREATER,1,1,1,1,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Monarch (OTHER Observations),25+_TO_30,5,16,5,4,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Monarch (OTHER Observations),30+_TO_35,2,6,2,2,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Monarch (OTHER Observations),35+_TO_40,4,4,4,4,2018,2.91,2.48,1,2,1,8,3,1,0,407779
6,2017,Monarch (OTHER Observations),45+_TO_50,6,22,6,5,2018,2.91,2.48,1,2,1,8,3,1,0,407779
